unique_id,adjpoll_clinton,adjpoll_trump,handle,fecha,index_weighted
2016629_Clinton vs. Trump,44.390438095238096,38.57974857142857,Clinton vs. Trump,2016-06-29,0.003210621129614543
201662_Clinton vs. Trump,46.31574333333333,40.82161,Clinton vs. Trump,2016-06-02,0.0001833301404741036
2016630_Clinton vs. Trump,46.90495333333333,36.57855,Clinton vs. Trump,2016-06-30,6.503390598070101e-06
201663_Clinton vs. Trump,48.08893555555555,35.14010888888889,Clinton vs. Trump,2016-06-03,0.00236644056003978
201664_Clinton vs. Trump,38.810675,42.90551666666667,Clinton vs. Trump,2016-06-04,3.5492323306638783e-05
201665_Clinton vs. Trump,45.018923666666666,42.712048333333335,Clinton vs. Trump,2016-06-05,0.002623118498684165
201666_Clinton vs. Trump,46.419470000000004,38.310649999999995,Clinton vs. Trump,2016-06-06,0.0006222369029141783
201667_Clinton vs. Trump,45.09089888888889,36.91759,Clinton vs. Trump,2016-06-07,0.0007018320936609593
201668_Clinton vs. Trump,41.1970025,38.3900075,Clinton vs. Trump,2016-06-08,0.002155283483080901
201669_Clinton vs. Trump,44.956273333333336,36.31372666666667,Clinton vs. Trump,2016-06-09,2.370558264423677e-06
2016710_Clinton vs. Trump,43.7096625,42.640818055555556,Clinton vs. Trump,2016-07-10,0.009834528241130088
2016711_Clinton vs. Trump,42.11159142857143,42.04170928571428,Clinton vs. Trump,2016-07-11,0.007151016390054388
2016712_Clinton vs. Trump,44.24537083333333,39.61969583333333,Clinton vs. Trump,2016-07-12,0.007476379478505055
2016713_Clinton vs. Trump,43.95250933333333,41.206364666666666,Clinton vs. Trump,2016-07-13,0.0031443897095201983
2016714_Clinton vs. Trump,46.086830666666664,38.158168,Clinton vs. Trump,2016-07-14,0.0015124877789366989
2016715_Clinton vs. Trump,43.67715375,39.61947541666667,Clinton vs. Trump,2016-07-15,0.012735582526364697
2016716_Clinton vs. Trump,43.73071296296296,41.19099666666666,Clinton vs. Trump,2016-07-16,0.005795282261602539
2016717_Clinton vs. Trump,44.999856190476194,40.68176571428572,Clinton vs. Trump,2016-07-17,0.024593339223468548
2016718_Clinton vs. Trump,43.56048933333333,41.03705733333333,Clinton vs. Trump,2016-07-18,0.0023572430147579494
2016719_Clinton vs. Trump,43.61589111111111,42.87320166666667,Clinton vs. Trump,2016-07-19,0.034984444498073974
201671_Clinton vs. Trump,45.726643333333335,37.77498666666667,Clinton vs. Trump,2016-07-01,9.168042600533135e-06
2016720_Clinton vs. Trump,44.35940466666667,41.920767999999995,Clinton vs. Trump,2016-07-20,0.0011624167070368597
2016721_Clinton vs. Trump,40.19300777777778,45.473437777777775,Clinton vs. Trump,2016-07-21,0.0050613970941729945
2016722_Clinton vs. Trump,44.27301,44.11967722222222,Clinton vs. Trump,2016-07-22,0.0015843022045849897
2016723_Clinton vs. Trump,43.13908,38.662335,Clinton vs. Trump,2016-07-23,0.0021793235222210944
2016724_Clinton vs. Trump,43.07493145833333,44.511973958333336,Clinton vs. Trump,2016-07-24,0.029651740061779928
2016725_Clinton vs. Trump,39.88809583333333,46.66508416666667,Clinton vs. Trump,2016-07-25,0.0003248078078533459
2016726_Clinton vs. Trump,44.939346666666665,42.72397,Clinton vs. Trump,2016-07-26,0.0014301391480030733
2016727_Clinton vs. Trump,43.74320624999999,44.26207875,Clinton vs. Trump,2016-07-27,0.004795069283397454
2016728_Clinton vs. Trump,43.28055666666667,43.607282222222224,Clinton vs. Trump,2016-07-28,5.364244899839622e-05
2016729_Clinton vs. Trump,44.64630066666667,43.069336666666665,Clinton vs. Trump,2016-07-29,0.006792888854846779
201672_Clinton vs. Trump,49.23121166666667,33.639698333333335,Clinton vs. Trump,2016-07-02,0.0010398243768036163
2016730_Clinton vs. Trump,45.338565333333335,43.021392666666664,Clinton vs. Trump,2016-07-30,0.00185967913160159
2016731_Clinton vs. Trump,45.541256,43.814830666666666,Clinton vs. Trump,2016-07-31,0.00804667501741237
201673_Clinton vs. Trump,44.801476666666666,40.63019833333333,Clinton vs. Trump,2016-07-03,1.1810110992093809e-05
201674_Clinton vs. Trump,45.16649555555556,41.411055555555556,Clinton vs. Trump,2016-07-04,5.839676737487666e-05
201675_Clinton vs. Trump,45.52432833333334,41.77307583333333,Clinton vs. Trump,2016-07-05,0.0011074646721053259
201676_Clinton vs. Trump,43.69929333333333,41.734792222222225,Clinton vs. Trump,2016-07-06,0.0026611536763463876
201677_Clinton vs. Trump,41.167856666666665,40.361775,Clinton vs. Trump,2016-07-07,0.0007137355246457799
201678_Clinton vs. Trump,42.3456025,39.24473666666667,Clinton vs. Trump,2016-07-08,0.009947468079489855
201679_Clinton vs. Trump,44.30795166666667,37.83308,Clinton vs. Trump,2016-07-09,0.004451121842050152
2016810_Clinton vs. Trump,44.84263,40.64891642857143,Clinton vs. Trump,2016-08-10,0.04545565283524176
2016811_Clinton vs. Trump,44.332543888888885,45.05139388888889,Clinton vs. Trump,2016-08-11,0.01205676830133212
2016812_Clinton vs. Trump,45.58933857142857,42.54488952380952,Clinton vs. Trump,2016-08-12,0.023948817316159016
2016813_Clinton vs. Trump,44.871834444444445,39.099695555555556,Clinton vs. Trump,2016-08-13,0.014756550360757922
2016814_Clinton vs. Trump,43.59642888888889,41.811976296296294,Clinton vs. Trump,2016-08-14,0.022965043535585615
2016815_Clinton vs. Trump,46.97275904761905,42.007826190476194,Clinton vs. Trump,2016-08-15,0.012610796728804285
2016816_Clinton vs. Trump,42.81504005208333,41.2716071875,Clinton vs. Trump,2016-08-16,0.02258670573897124
2016817_Clinton vs. Trump,44.25685259259259,42.65053851851852,Clinton vs. Trump,2016-08-17,0.016743441172115774
2016818_Clinton vs. Trump,41.78638055555555,42.599411180555556,Clinton vs. Trump,2016-08-18,0.005606569293212816
2016819_Clinton vs. Trump,45.05264761904762,41.661857142857144,Clinton vs. Trump,2016-08-19,0.0248543958526687
201681_Clinton vs. Trump,45.7263896969697,42.499992121212124,Clinton vs. Trump,2016-08-01,0.01153185727659866
2016820_Clinton vs. Trump,44.956817407407414,40.55654333333333,Clinton vs. Trump,2016-08-20,0.003810092054164876
2016821_Clinton vs. Trump,41.95315962962963,41.04973222222222,Clinton vs. Trump,2016-08-21,0.0682281414424081
2016822_Clinton vs. Trump,44.49908047619048,43.75125476190476,Clinton vs. Trump,2016-08-22,0.014571893086873676
2016823_Clinton vs. Trump,42.02020247311828,42.48281155913978,Clinton vs. Trump,2016-08-23,0.3099840788586384
2016824_Clinton vs. Trump,44.96031925925926,42.42400037037037,Clinton vs. Trump,2016-08-24,0.030248203029970562
2016825_Clinton vs. Trump,42.549112,42.6939062962963,Clinton vs. Trump,2016-08-25,0.001569292019211303
2016826_Clinton vs. Trump,44.45216933333334,42.746178,Clinton vs. Trump,2016-08-26,0.0005350371042045318
2016827_Clinton vs. Trump,44.111199444444445,43.36284972222222,Clinton vs. Trump,2016-08-27,0.12412716088102883
2016828_Clinton vs. Trump,44.230930416666666,42.65122395833333,Clinton vs. Trump,2016-08-28,0.12161505437126338
2016829_Clinton vs. Trump,44.13584133333333,42.727744333333334,Clinton vs. Trump,2016-08-29,0.034686577622275214
201682_Clinton vs. Trump,46.01893285714286,42.95637238095238,Clinton vs. Trump,2016-08-02,0.0013720920344731681
2016830_Clinton vs. Trump,42.846432380952386,41.287175978835975,Clinton vs. Trump,2016-08-30,0.07153741928466541
2016831_Clinton vs. Trump,42.056244666666665,42.22328233333334,Clinton vs. Trump,2016-08-31,0.061434053597169073
201683_Clinton vs. Trump,45.20485111111111,41.91715851851853,Clinton vs. Trump,2016-08-03,0.011625542999819083
201684_Clinton vs. Trump,43.81494743589744,41.30117230769231,Clinton vs. Trump,2016-08-04,0.01574921342779475
201685_Clinton vs. Trump,46.00186708333334,42.195712916666665,Clinton vs. Trump,2016-08-05,0.010221490205680394
201686_Clinton vs. Trump,46.02600733333334,42.11627733333333,Clinton vs. Trump,2016-08-06,0.0002810855252562847
201687_Clinton vs. Trump,45.55722789473684,42.188063508771926,Clinton vs. Trump,2016-08-07,0.03305730797493223
201688_Clinton vs. Trump,46.12439233333334,41.385895,Clinton vs. Trump,2016-08-08,0.07029250768211187
201689_Clinton vs. Trump,44.178618666666665,41.46637633333333,Clinton vs. Trump,2016-08-09,0.008916818406162834
2016910_Clinton vs. Trump,44.24587666666667,42.31675454545454,Clinton vs. Trump,2016-09-10,0.1391908185919447
2016911_Clinton vs. Trump,42.26417424242425,43.97350242424242,Clinton vs. Trump,2016-09-11,0.092345562812458
2016912_Clinton vs. Trump,44.573357692307695,43.578722820512816,Clinton vs. Trump,2016-09-12,0.2781515223122282
2016913_Clinton vs. Trump,40.623811764705884,43.56715666666667,Clinton vs. Trump,2016-09-13,0.26559705389298555
2016914_Clinton vs. Trump,44.04302380952381,42.14008380952381,Clinton vs. Trump,2016-09-14,0.14480007792784397
2016915_Clinton vs. Trump,41.33578266666667,43.9761024,Clinton vs. Trump,2016-09-15,0.05236714779193725
2016916_Clinton vs. Trump,43.816495277777776,42.77099527777778,Clinton vs. Trump,2016-09-16,0.06694704729398479
2016917_Clinton vs. Trump,38.93101484848485,46.18997848484848,Clinton vs. Trump,2016-09-17,0.07296982901093617
2016918_Clinton vs. Trump,44.110062666666664,41.88317,Clinton vs. Trump,2016-09-18,0.08796221832744139
2016919_Clinton vs. Trump,42.879639999999995,42.28949355555555,Clinton vs. Trump,2016-09-19,0.22755152319752742
201691_Clinton vs. Trump,40.821583733333334,43.87821606666667,Clinton vs. Trump,2016-09-01,0.19229272140170015
2016920_Clinton vs. Trump,42.02417776255708,42.36609621004566,Clinton vs. Trump,2016-09-20,0.4254746023835889
2016921_Clinton vs. Trump,44.095822121212116,43.669881515151516,Clinton vs. Trump,2016-09-21,0.1352790784079666
2016922_Clinton vs. Trump,41.809606497175146,43.88200242937853,Clinton vs. Trump,2016-09-22,0.1951084308421788
2016923_Clinton vs. Trump,44.23204019607843,41.74342882352941,Clinton vs. Trump,2016-09-23,0.45954498351688
2016924_Clinton vs. Trump,44.15719851851851,42.64805370370371,Clinton vs. Trump,2016-09-24,0.17397514921762627
2016925_Clinton vs. Trump,44.73030205128205,42.357987179487175,Clinton vs. Trump,2016-09-25,0.4623252326289299
2016926_Clinton vs. Trump,41.16214262295082,43.16019950819672,Clinton vs. Trump,2016-09-26,0.35477918697072225
2016927_Clinton vs. Trump,45.11779694444445,42.886295555555556,Clinton vs. Trump,2016-09-27,0.28174360162198964
2016928_Clinton vs. Trump,46.34135785714285,41.02704404761904,Clinton vs. Trump,2016-09-28,0.4428781228096345
2016929_Clinton vs. Trump,42.24314587570622,43.271268305084746,Clinton vs. Trump,2016-09-29,0.338956008452948
201692_Clinton vs. Trump,44.12152833333334,42.74763458333334,Clinton vs. Trump,2016-09-02,0.026094758569570855
2016930_Clinton vs. Trump,44.96089033333333,41.70892066666667,Clinton vs. Trump,2016-09-30,0.22707453159867924
201693_Clinton vs. Trump,44.90232333333333,41.86296333333333,Clinton vs. Trump,2016-09-03,0.0003838649938954273
201694_Clinton vs. Trump,44.708128888888886,42.927079444444445,Clinton vs. Trump,2016-09-04,0.02117923040198669
201695_Clinton vs. Trump,47.22830694444444,38.49841055555556,Clinton vs. Trump,2016-09-05,0.13915335009949356
201696_Clinton vs. Trump,41.298731581920904,42.46407480225989,Clinton vs. Trump,2016-09-06,0.016333871053776507
201697_Clinton vs. Trump,44.603203846153846,41.36983897435898,Clinton vs. Trump,2016-09-07,0.09787929969526746
201698_Clinton vs. Trump,41.63269867816092,44.100323103448275,Clinton vs. Trump,2016-09-08,0.19337258239984337
201699_Clinton vs. Trump,41.475780416666666,43.583152500000004,Clinton vs. Trump,2016-09-09,0.06303140553055823
