retweets_clinton,favorites_clinton,tw_count_cl,retweets_trump,favorites_trump,tw_count_tr,adjpoll_clinton,adjpoll_trump,index_weighted,date,Open,High,Low,Close,Adj Close,Volume,market_op_cl
,,,74.0,39.0,1.0,,,,2011-06-07,,,,,,,market_closed
,,,117.0,38.0,1.0,,,,2011-06-09,,,,,,,market_closed
,,,143.0,29.0,2.0,,,,2011-07-01,,,,,,,market_closed
,,,81.0,20.0,2.0,,,,2011-07-11,,,,,,,market_closed
,,,2082.0,729.0,3.0,,,,2011-07-12,,,,,,,market_closed
,,,35.0,5.0,1.0,,,,2011-07-13,,,,,,,market_closed
,,,1736.0,2204.0,8.0,,,,2011-07-14,,,,,,,market_closed
,,,202.0,44.0,3.0,,,,2011-07-15,,,,,,,market_closed
,,,2908.0,3170.0,5.0,,,,2011-07-18,,,,,,,market_closed
,,,1094.0,268.0,5.0,,,,2011-07-19,,,,,,,market_closed
,,,1274.0,1548.0,4.0,,,,2011-07-20,,,,,,,market_closed
,,,97.0,17.0,1.0,,,,2011-07-21,,,,,,,market_closed
,,,362.0,70.0,2.0,,,,2011-07-22,,,,,,,market_closed
,,,1136.0,1126.0,5.0,,,,2011-07-25,,,,,,,market_closed
,,,1135.0,640.0,5.0,,,,2011-07-26,,,,,,,market_closed
,,,5996.0,10797.0,5.0,,,,2011-07-27,,,,,,,market_closed
,,,396.0,166.0,6.0,,,,2011-07-28,,,,,,,market_closed
,,,1657.0,1023.0,7.0,,,,2011-07-29,,,,,,,market_closed
,,,346.0,64.0,2.0,,,,2011-07-30,,,,,,,market_closed
,,,137.0,58.0,2.0,,,,2011-07-05,,,,,,,market_closed
,,,232.0,82.0,1.0,,,,2011-07-06,,,,,,,market_closed
,,,725.0,520.0,3.0,,,,2011-07-07,,,,,,,market_closed
,,,537.0,394.0,4.0,,,,2011-07-08,,,,,,,market_closed
,,,987.0,614.0,4.0,,,,2011-08-01,,,,,,,market_closed
,,,959.0,212.0,5.0,,,,2011-08-10,,,,,,,market_closed
,,,135.0,46.0,3.0,,,,2011-08-11,,,,,,,market_closed
,,,964.0,634.0,3.0,,,,2011-08-12,,,,,,,market_closed
,,,2709.0,2283.0,3.0,,,,2011-08-13,,,,,,,market_closed
,,,7437.0,13470.0,7.0,,,,2011-08-15,,,,,,,market_closed
,,,653.0,199.0,3.0,,,,2011-08-16,,,,,,,market_closed
,,,2990.0,3304.0,4.0,,,,2011-08-17,,,,,,,market_closed
,,,567.0,163.0,4.0,,,,2011-08-18,,,,,,,market_closed
,,,582.0,717.0,3.0,,,,2011-08-19,,,,,,,market_closed
,,,632.0,155.0,6.0,,,,2011-08-02,,,,,,,market_closed
,,,725.0,280.0,4.0,,,,2011-08-22,,,,,,,market_closed
,,,9321.0,6874.0,4.0,,,,2011-08-23,,,,,,,market_closed
,,,1137.0,604.0,3.0,,,,2011-08-24,,,,,,,market_closed
,,,2262.0,1850.0,4.0,,,,2011-08-25,,,,,,,market_closed
,,,2980.0,1843.0,5.0,,,,2011-08-26,,,,,,,market_closed
,,,1065.0,1110.0,4.0,,,,2011-08-29,,,,,,,market_closed
,,,2466.0,1440.0,7.0,,,,2011-08-03,,,,,,,market_closed
,,,923.0,983.0,4.0,,,,2011-08-30,,,,,,,market_closed
,,,981.0,660.0,5.0,,,,2011-08-31,,,,,,,market_closed
,,,700.0,162.0,4.0,,,,2011-08-04,,,,,,,market_closed
,,,341.0,54.0,3.0,,,,2011-08-05,,,,,,,market_closed
,,,491.0,43.0,2.0,,,,2011-08-08,,,,,,,market_closed
,,,429.0,66.0,6.0,,,,2011-08-09,,,,,,,market_closed
,,,705.0,434.0,4.0,,,,2011-09-01,,,,,,,market_closed
,,,1448.0,791.0,8.0,,,,2011-09-12,,,,,,,market_closed
,,,775.0,236.0,6.0,,,,2011-09-13,,,,,,,market_closed
,,,339.0,114.0,6.0,,,,2011-09-14,,,,,,,market_closed
,,,596.0,251.0,5.0,,,,2011-09-15,,,,,,,market_closed
,,,1294.0,364.0,6.0,,,,2011-09-16,,,,,,,market_closed
,,,18.0,8.0,1.0,,,,2011-09-18,,,,,,,market_closed
,,,1350.0,249.0,5.0,,,,2011-09-19,,,,,,,market_closed
,,,824.0,815.0,2.0,,,,2011-09-02,,,,,,,market_closed
,,,753.0,192.0,4.0,,,,2011-09-20,,,,,,,market_closed
,,,2294.0,2900.0,6.0,,,,2011-09-21,,,,,,,market_closed
,,,419.0,119.0,4.0,,,,2011-09-22,,,,,,,market_closed
,,,596.0,137.0,3.0,,,,2011-09-23,,,,,,,market_closed
,,,419.0,49.0,2.0,,,,2011-09-26,,,,,,,market_closed
,,,804.0,535.0,6.0,,,,2011-09-27,,,,,,,market_closed
,,,2329.0,1824.0,8.0,,,,2011-09-28,,,,,,,market_closed
