retweets_clinton,favorites_clinton,tw_count_cl,fecha,retweets_trump,favorites_trump,tw_count_tr,adjpoll_clinton,adjpoll_trump,index_weighted
,,,2010-05-03,41,29,3,42.81504005208333,41.2716071875,0.0225867057389712
,,,2010-05-05,44,13,1,44.25685259259259,42.65053851851852,0.0167434411721157
,,,2010-06-10,13,5,1,41.78638055555555,42.59941118055556,0.0056065692932128
,,,2010-06-15,35,12,2,45.05264761904762,41.66185714285714,0.0248543958526687
,,,2010-06-17,59,27,2,45.7263896969697,42.49999212121213,0.0115318572765986
,,,2010-06-02,30,10,1,44.95681740740741,40.55654333333333,0.0038100920541648
,,,2010-06-21,36,8,2,41.95315962962963,41.04973222222222,0.0682281414424081
,,,2010-06-22,23,8,1,44.49908047619048,43.75125476190476,0.0145718930868736
,,,2010-06-24,51,36,1,42.02020247311828,42.48281155913978,0.3099840788586384
,,,2010-06-28,26,9,1,44.96031925925926,42.42400037037037,0.0302482030299705
,,,2010-06-04,37,12,2,42.549112,42.6939062962963,0.0015692920192113
,,,2010-06-05,34,7,1,44.45216933333334,42.746178,0.0005350371042045
,,,2010-06-08,15,10,1,44.111199444444445,43.36284972222222,0.1241271608810288
,,,2010-06-09,23,10,2,44.230930416666666,42.65122395833333,0.1216150543712633
,,,2010-07-01,23,9,1,44.13584133333333,42.72774433333333,0.0346865776222752
,,,2010-07-14,92,50,1,46.01893285714286,42.95637238095238,0.0013720920344731
,,,2010-07-19,34,10,3,42.84643238095239,41.287175978835975,0.0715374192846654
,,,2010-07-02,75,35,2,42.056244666666665,42.22328233333334,0.061434053597169
,,,2010-07-20,76,14,1,45.20485111111111,41.91715851851853,0.011625542999819
,,,2010-07-29,90,39,3,43.81494743589744,41.30117230769231,0.0157492134277947
,,,2010-07-30,28,6,1,46.00186708333334,42.195712916666665,0.0102214902056803
,,,2010-07-06,46,6,1,46.02600733333334,42.11627733333333,0.0002810855252562
,,,2010-08-12,221,147,7,45.55722789473684,42.188063508771926,0.0330573079749322
,,,2010-08-19,111,19,2,46.12439233333334,41.385895,0.0702925076821118
,,,2010-08-23,53,5,1,44.178618666666665,41.46637633333333,0.0089168184061628
,,,2010-08-24,203,86,1,44.24587666666667,42.31675454545454,0.1391908185919447
,,,2010-08-26,44,14,1,42.26417424242425,43.97350242424242,0.092345562812458
,,,2010-08-30,22,13,1,44.573357692307695,43.578722820512816,0.2781515223122282
,,,2010-08-31,112,111,1,40.62381176470589,43.56715666666667,0.2655970538929855
,,,2010-08-04,74,14,2,44.04302380952381,42.14008380952381,0.1448000779278439
,,,2010-08-09,43,7,1,41.33578266666667,43.9761024,0.0523671477919372
,,,2010-09-01,49,9,1,43.816495277777776,42.77099527777778,0.0669470472939847
,,,2010-09-14,54,17,1,38.93101484848485,46.18997848484848,0.0729698290109361
,,,2010-09-15,21,11,1,44.11006266666666,41.88317,0.0879622183274413
,,,2010-09-16,64,14,1,42.87964,42.28949355555555,0.2275515231975274
,,,2010-09-17,35,22,1,40.82158373333333,43.87821606666667,0.1922927214017001
,,,2010-09-02,55,24,2,42.02417776255708,42.36609621004566,0.4254746023835889
,,,2010-09-23,46,9,1,44.09582212121212,43.66988151515152,0.1352790784079666
,,,2010-09-24,42,20,1,41.809606497175146,43.88200242937853,0.1951084308421788
,,,2010-09-30,112,159,1,44.23204019607843,41.74342882352941,0.45954498351688
,,,2010-09-07,42,24,2,44.15719851851851,42.64805370370371,0.1739751492176262
,,,2010-09-09,37,13,1,44.73030205128205,42.357987179487175,0.4623252326289299
,,,2011-10-11,2328,1097,7,41.16214262295082,43.16019950819672,0.3547791869707222
,,,2011-10-12,140,23,2,45.11779694444445,42.88629555555556,0.2817436016219896
,,,2011-10-13,423,889,2,46.34135785714285,41.02704404761904,0.4428781228096345
,,,2011-10-14,560,65,3,42.24314587570622,43.271268305084746,0.338956008452948
,,,2011-10-15,66,30,2,44.12152833333334,42.74763458333334,0.0260947585695708
,,,2011-10-16,41,29,1,44.96089033333333,41.70892066666667,0.2270745315986792
,,,2011-10-17,1743,812,6,44.90232333333333,41.86296333333333,0.0003838649938954
,,,2011-10-18,1007,322,7,44.708128888888886,42.927079444444445,0.0211792304019866
,,,2011-10-19,1983,843,5,47.22830694444444,38.49841055555556,0.1391533500994935
,,,2011-10-20,1085,293,8,41.2987315819209,42.46407480225989,0.0163338710537765
,,,2011-10-21,2163,1426,6,44.603203846153846,41.36983897435898,0.0978792996952674
,,,2011-10-24,2485,1393,6,41.63269867816092,44.10032310344828,0.1933725823998433
,,,2011-10-25,3513,2334,13,41.475780416666666,43.5831525,0.0630314055305582
,,,2011-10-26,901,375,7,,,
,,,2011-10-27,1514,811,5,,,
,,,2011-10-28,439,78,4,,,
,,,2011-10-03,849,762,9,,,
,,,2011-10-31,34,14,1,,,
,,,2011-10-04,894,100,7,,,
,,,2011-10-05,703,715,2,,,
,,,2011-10-06,751,253,4,,,
,,,2011-10-07,2718,2370,6,,,
,,,2011-11-01,1740,1050,6,,,
,,,2011-11-10,1426,512,9,,,
,,,2011-11-11,1339,258,8,,,
,,,2011-11-14,1157,474,5,,,
,,,2011-11-15,839,265,7,,,
,,,2011-11-16,882,262,10,,,
,,,2011-11-17,840,353,6,,,
,,,2011-11-18,1245,458,10,,,
,,,2011-11-02,1985,1167,10,,,
,,,2011-11-21,1138,179,6,,,
,,,2011-11-22,1563,662,6,,,
,,,2011-11-23,875,324,4,,,
,,,2011-11-28,1111,347,8,,,
,,,2011-11-29,39810,28654,9,,,
,,,2011-11-03,183,38,1,,,
,,,2011-11-30,1339,466,7,,,
,,,2011-11-04,460,234,5,,,
,,,2011-11-08,773,159,5,,,
,,,2011-11-09,752,222,5,,,
,,,2011-12-01,657,301,8,,,
,,,2011-12-12,966,455,12,,,
,,,2011-12-13,1214,267,13,,,
,,,2011-12-14,3720,2555,20,,,
,,,2011-12-15,2221,3193,11,,,
,,,2011-12-16,1229,580,12,,,
,,,2011-12-19,1319,318,11,,,
,,,2011-12-02,1681,1345,9,,,
,,,2011-12-20,3529,1505,15,,,
,,,2011-12-21,26082,37067,10,,,
,,,2011-12-22,1206,282,10,,,
,,,2011-12-27,2147,561,11,,,
,,,2011-12-28,2177,1159,7,,,
,,,2011-12-29,3175,2983,6,,,
,,,2011-12-30,6125,4698,7,,,
,,,2011-12-05,1040,619,12,,,
,,,2011-12-06,2074,731,9,,,
,,,2011-12-07,589,332,13,,,
,,,2011-12-08,1253,755,14,,,
,,,2011-12-09,2177,1873,16,,,
,,,2011-01-31,64,24,2,,,
,,,2011-02-10,107,304,1,,,
,,,2011-02-11,105,51,1,,,
,,,2011-02-15,506,409,3,,,
,,,2011-02-16,288,492,2,,,
,,,2011-02-17,94,35,2,,,
,,,2011-02-18,77,27,1,,,
,,,2011-02-22,68,34,1,,,
,,,2011-02-23,59,21,1,,,
,,,2011-02-28,221,80,3,,,
,,,2011-02-07,71,32,1,,,
,,,2011-03-01,48,23,1,,,
,,,2011-03-10,111,51,1,,,
,,,2011-03-11,37,10,1,,,
,,,2011-03-14,69,28,2,,,
,,,2011-03-15,398,132,5,,,
,,,2011-03-16,175,99,3,,,
,,,2011-03-17,90,28,2,,,
,,,2011-03-18,146,35,2,,,
,,,2011-03-02,73,26,1,,,
,,,2011-03-21,391,219,4,,,
,,,2011-03-22,137,56,2,,,
,,,2011-03-23,63,26,1,,,
,,,2011-03-28,74,28,2,,,
,,,2011-03-03,70,21,1,,,
,,,2011-03-30,141,34,2,,,
,,,2011-03-31,110,36,2,,,
,,,2011-03-04,43,12,1,,,
,,,2011-03-07,153,42,2,,,
,,,2011-03-08,47,19,1,,,
,,,2011-04-01,79,11,1,,,
,,,2011-04-11,30,6,1,,,
,,,2011-04-12,47,18,2,,,
,,,2011-04-13,143,26,1,,,
,,,2011-04-14,93,18,1,,,
,,,2011-04-15,87,23,1,,,
,,,2011-04-18,100,26,3,,,
,,,2011-04-19,53,15,1,,,
,,,2011-04-20,65,20,1,,,
,,,2011-04-21,61,23,2,,,
,,,2011-04-22,51,23,1,,,
,,,2011-04-25,77,34,2,,,
,,,2011-04-28,91,28,1,,,
,,,2011-04-29,70,30,2,,,
,,,2011-04-05,92,36,3,,,
,,,2011-04-07,188,67,3,,,
,,,2011-04-08,43,5,1,,,
,,,2011-05-12,35,17,1,,,
,,,2011-05-13,203,166,2,,,
,,,2011-05-16,441,434,2,,,
,,,2011-05-17,73,17,1,,,
,,,2011-05-19,34,7,1,,,
,,,2011-05-02,1044,523,2,,,
,,,2011-05-20,45,13,1,,,
,,,2011-05-23,72,20,2,,,
,,,2011-05-25,41,9,1,,,
,,,2011-05-26,26,2,1,,,
,,,2011-05-27,262,96,1,,,
,,,2011-05-03,38,5,1,,,
,,,2011-05-06,41,13,1,,,
,,,2011-05-09,73,21,2,,,
,,,2011-06-01,89,21,2,,,
,,,2011-06-14,59,24,2,,,
,,,2011-06-16,88,7,1,,,
,,,2011-06-02,61,25,1,,,
,,,2011-06-20,87,12,1,,,
,,,2011-06-21,128,22,2,,,
,,,2011-06-23,27,10,1,,,
,,,2011-06-24,11,3,1,,,
,,,2011-06-27,102,35,2,,,
,,,2011-06-06,42,23,1,,,
,,,2011-06-07,74,39,1,,,
,,,2011-06-09,117,38,1,,,
,,,2011-07-01,143,29,2,,,
,,,2011-07-11,81,20,2,,,
,,,2011-07-12,2082,729,3,,,
,,,2011-07-13,35,5,1,,,
,,,2011-07-14,1736,2204,8,,,
,,,2011-07-15,202,44,3,,,
,,,2011-07-18,2908,3170,5,,,
,,,2011-07-19,1094,268,5,,,
,,,2011-07-20,1274,1548,4,,,
,,,2011-07-21,97,17,1,,,
,,,2011-07-22,362,70,2,,,
,,,2011-07-25,1136,1126,5,,,
,,,2011-07-26,1135,640,5,,,
,,,2011-07-27,5996,10797,5,,,
,,,2011-07-28,396,166,6,,,
,,,2011-07-29,1657,1023,7,,,
,,,2011-07-30,346,64,2,,,
,,,2011-07-05,137,58,2,,,
,,,2011-07-06,232,82,1,,,
,,,2011-07-07,725,520,3,,,
,,,2011-07-08,537,394,4,,,
,,,2011-08-01,987,614,4,,,
,,,2011-08-10,959,212,5,,,
,,,2011-08-11,135,46,3,,,
,,,2011-08-12,964,634,3,,,
,,,2011-08-13,2709,2283,3,,,
,,,2011-08-15,7437,13470,7,,,
,,,2011-08-16,653,199,3,,,
,,,2011-08-17,2990,3304,4,,,
,,,2011-08-18,567,163,4,,,
,,,2011-08-19,582,717,3,,,
,,,2011-08-02,632,155,6,,,
,,,2011-08-22,725,280,4,,,
,,,2011-08-23,9321,6874,4,,,
,,,2011-08-24,1137,604,3,,,
,,,2011-08-25,2262,1850,4,,,
,,,2011-08-26,2980,1843,5,,,
,,,2011-08-29,1065,1110,4,,,
,,,2011-08-03,2466,1440,7,,,
,,,2011-08-30,923,983,4,,,
,,,2011-08-31,981,660,5,,,
,,,2011-08-04,700,162,4,,,
,,,2011-08-05,341,54,3,,,
,,,2011-08-08,491,43,2,,,
,,,2011-08-09,429,66,6,,,
,,,2011-09-01,705,434,4,,,
,,,2011-09-12,1448,791,8,,,
,,,2011-09-13,775,236,6,,,
,,,2011-09-14,339,114,6,,,
,,,2011-09-15,596,251,5,,,
,,,2011-09-16,1294,364,6,,,
,,,2011-09-18,18,8,1,,,
,,,2011-09-19,1350,249,5,,,
,,,2011-09-02,824,815,2,,,
,,,2011-09-20,753,192,4,,,
,,,2011-09-21,2294,2900,6,,,
,,,2011-09-22,419,119,4,,,
,,,2011-09-23,596,137,3,,,
,,,2011-09-26,419,49,2,,,
,,,2011-09-27,804,535,6,,,
,,,2011-09-28,2329,1824,8,,,
,,,2011-09-29,1729,1508,8,,,
,,,2011-09-30,1063,441,8,,,
,,,2011-09-06,1081,653,5,,,
,,,2011-09-07,2811,2530,5,,,
,,,2011-09-08,1331,331,6,,,
,,,2011-09-09,739,783,3,,,
,,,2012-10-01,4813,2234,27,,,
,,,2012-10-10,11282,6589,24,,,
,,,2012-10-11,28327,23113,34,,,
,,,2012-10-12,4483,1918,21,,,
,,,2012-10-13,4739,3822,9,,,
,,,2012-10-14,108675,127029,11,,,
,,,2012-10-15,15079,12366,35,,,
,,,2012-10-16,83483,75323,53,,,
,,,2012-10-17,82035,98154,52,,,
,,,2012-10-18,25896,22858,40,,,
,,,2012-10-19,20248,12466,48,,,
,,,2012-10-02,9817,3673,23,,,
,,,2012-10-20,1500,1070,3,,,
,,,2012-10-21,905,288,3,,,
,,,2012-10-22,111487,104648,60,,,
,,,2012-10-23,12932,6081,29,,,
,,,2012-10-24,16722,5467,18,,,
,,,2012-10-25,9098,3776,29,,,
,,,2012-10-26,11359,7857,51,,,
,,,2012-10-27,2431,1692,6,,,
,,,2012-10-28,10444,10949,14,,,
,,,2012-10-29,7557,4243,10,,,
,,,2012-10-03,13725,8519,31,,,
,,,2012-10-30,39039,32069,33,,,
,,,2012-10-31,13276,6385,33,,,
,,,2012-10-04,4122,1700,18,,,
,,,2012-10-05,911,312,8,,,
,,,2012-10-08,52854,69342,21,,,
,,,2012-10-09,35851,22930,22,,,
,,,2012-01-10,19038,16063,9,,,
,,,2012-11-01,6994,2557,17,,,
,,,2012-11-10,13721,16714,10,,,
,,,2012-11-11,2712,2719,2,,,
,,,2012-11-12,5334,2275,24,,,
,,,2012-11-13,14935,11497,18,,,
,,,2012-11-14,6846,4571,18,,,
,,,2012-11-15,7932,5881,35,,,
,,,2012-11-16,1736,669,9,,,
,,,2012-11-19,25772,27502,40,,,
,,,2012-11-02,18093,9691,46,,,
,,,2012-11-20,8090,5791,34,,,
,,,2012-11-21,11001,11675,16,,,
,,,2012-11-24,17115,16547,4,,,
,,,2012-11-26,4773,2317,19,,,
,,,2012-11-27,6952,4667,21,,,
,,,2012-11-28,6593,3680,32,,,
,,,2012-11-29,8428,8772,26,,,
,,,2012-11-03,21815,22301,13,,,
,,,2012-11-30,1426,905,22,,,
,,,2012-11-04,5663,3261,11,,,
,,,2012-11-05,15122,5333,41,,,
,,,2012-11-06,421674,269531,52,,,
,,,2012-11-07,62194,53264,39,,,
,,,2012-11-08,17658,7034,27,,,
,,,2012-11-09,9050,4947,29,,,
,,,2012-01-20,1569,206,7,,,
,,,2012-12-10,19890,21578,38,,,
,,,2012-12-11,5788,2989,26,,,
,,,2012-12-12,9310,4649,22,,,
,,,2012-12-13,145,49,6,,,
,,,2012-12-14,163,58,1,,,
,,,2012-12-15,1360,507,2,,,
,,,2012-12-17,14360,11840,11,,,
,,,2012-12-18,5626,7823,11,,,
,,,2012-12-19,3371,2303,21,,,
,,,2012-12-20,3628,2353,37,,,
,,,2012-12-21,2675,1844,23,,,
,,,2012-12-23,73,85,18,,,
,,,2012-12-24,549,574,1,,,
,,,2012-12-26,825,451,7,,,
,,,2012-12-27,1434,711,10,,,
,,,2012-12-28,6222,2716,36,,,
,,,2012-12-03,4465,2023,42,,,
,,,2012-12-31,850,520,3,,,
,,,2012-12-04,4262,1634,39,,,
,,,2012-12-05,6721,5871,49,,,
,,,2012-12-06,9223,5814,65,,,
,,,2012-12-07,6293,2690,37,,,
,,,2012-01-03,1199,475,12,,,
,,,2012-01-30,1045,158,10,,,
,,,2012-01-31,934,165,11,,,
,,,2012-01-04,3274,1532,12,,,
,,,2012-01-05,2100,966,7,,,
,,,2012-01-06,1439,351,10,,,
,,,2012-01-09,1249,617,9,,,
,,,2012-02-01,1434,454,14,,,
,,,2012-02-10,666,271,8,,,
,,,2012-02-13,1277,666,10,,,
,,,2012-02-14,1917,878,12,,,
,,,2012-02-15,1203,457,22,,,
,,,2012-02-16,1103,189,13,,,
,,,2012-02-17,1056,307,10,,,
,,,2012-02-02,336,44,2,,,
,,,2012-02-21,1463,585,12,,,
,,,2012-02-22,1249,459,11,,,
,,,2012-02-23,5353,3735,11,,,
,,,2012-02-24,1137,446,12,,,
,,,2012-02-27,2372,1488,15,,,
,,,2012-02-28,1155,186,11,,,
,,,2012-02-29,654,194,8,,,
,,,2012-02-03,594,205,9,,,
,,,2012-02-05,101,20,3,,,
,,,2012-02-06,1135,292,19,,,
,,,2012-02-07,867,202,10,,,
,,,2012-02-08,5539,8276,26,,,
,,,2012-02-09,1326,731,19,,,
,,,2012-03-01,661,414,6,,,
,,,2012-03-12,22634,34026,17,,,
,,,2012-03-13,1847,976,11,,,
,,,2012-03-14,552,95,8,,,
,,,2012-03-15,972,427,10,,,
,,,2012-03-16,2091,651,12,,,
,,,2012-03-17,51,11,1,,,
,,,2012-03-19,4330,3775,10,,,
,,,2012-03-20,3048,2233,9,,,
,,,2012-03-21,1351,829,8,,,
,,,2012-03-22,1006,428,10,,,
,,,2012-03-23,761,238,9,,,
,,,2012-03-26,534,135,8,,,
,,,2012-03-28,1168,272,15,,,
,,,2012-03-29,917,177,13,,,
,,,2012-03-30,2017,839,16,,,
,,,2012-03-05,1282,799,13,,,
,,,2012-03-06,1674,587,10,,,
,,,2012-03-07,480,75,8,,,
,,,2012-03-08,535,101,7,,,
,,,2012-03-09,746,101,5,,,
,,,2012-04-10,985,731,12,,,
,,,2012-04-11,1826,1066,8,,,
,,,2012-04-12,1438,747,12,,,
,,,2012-04-13,3434,1755,11,,,
,,,2012-04-14,780,256,3,,,
,,,2012-04-15,169,60,2,,,
,,,2012-04-16,2202,1839,6,,,
,,,2012-04-17,413,133,6,,,
,,,2012-04-18,1652,818,12,,,
,,,2012-04-19,2589,1528,14,,,
,,,2012-04-02,1160,365,12,,,
,,,2012-04-20,1125,686,3,,,
,,,2012-04-22,235,44,3,,,
,,,2012-04-23,1611,607,12,,,
,,,2012-04-24,1425,1012,8,,,
,,,2012-04-25,195,29,2,,,
,,,2012-04-26,967,186,8,,,
,,,2012-04-27,1354,852,8,,,
,,,2012-04-29,60,11,1,,,
,,,2012-04-03,1202,257,9,,,
,,,2012-04-30,1146,569,10,,,
,,,2012-04-04,621,342,8,,,
,,,2012-04-05,1459,1239,12,,,
,,,2012-04-06,2007,1242,14,,,
,,,2012-04-09,740,308,7,,,
,,,2012-05-01,1126,690,8,,,
,,,2012-05-10,1512,577,7,,,
,,,2012-05-11,2107,455,11,,,
,,,2012-05-14,4510,2427,21,,,
,,,2012-05-15,2877,1006,12,,,
,,,2012-05-16,976,261,6,,,
,,,2012-05-17,855,414,6,,,
,,,2012-05-18,3353,2862,13,,,
,,,2012-05-02,741,348,10,,,
,,,2012-05-20,60,14,1,,,
,,,2012-05-21,1694,510,15,,,
,,,2012-05-22,2742,1542,16,,,
,,,2012-05-23,1324,430,10,,,
,,,2012-05-24,3519,1423,11,,,
,,,2012-05-27,269,157,1,,,
,,,2012-05-29,2430,647,16,,,
,,,2012-05-03,645,110,6,,,
,,,2012-05-30,6975,6664,22,,,
,,,2012-05-31,2934,1690,11,,,
,,,2012-05-04,1556,546,11,,,
,,,2012-05-06,864,212,33,,,
,,,2012-05-07,1091,228,13,,,
,,,2012-05-08,1699,423,7,,,
,,,2012-05-09,1415,692,8,,,
,,,2012-06-01,2332,1073,17,,,
,,,2012-06-11,1803,787,16,,,
,,,2012-06-12,4190,2269,14,,,
,,,2012-06-13,2023,590,11,,,
,,,2012-06-14,2208,2268,8,,,
,,,2012-06-15,1522,503,9,,,
,,,2012-06-18,1830,946,13,,,
,,,2012-06-19,1251,563,6,,,
,,,2012-06-02,41,7,1,,,
,,,2012-06-20,3371,1462,8,,,
,,,2012-06-21,2635,599,11,,,
,,,2012-06-22,1074,237,9,,,
,,,2012-06-25,2004,519,9,,,
,,,2012-06-26,1973,575,10,,,
,,,2012-06-27,3237,2009,6,,,
,,,2012-06-28,3939,1171,10,,,
,,,2012-06-29,1788,514,11,,,
,,,2012-06-03,625,572,4,,,
,,,2012-06-04,1322,365,10,,,
,,,2012-06-05,1081,312,9,,,
,,,2012-06-06,2950,1680,9,,,
,,,2012-06-07,696,252,8,,,
,,,2012-06-08,2131,1701,12,,,
,,,2012-06-09,302,96,6,,,
,,,2012-07-10,10673,6351,12,,,
,,,2012-07-11,3437,2651,13,,,
,,,2012-07-12,1863,788,6,,,
,,,2012-07-13,6289,3639,25,,,
,,,2012-07-16,1194,507,12,,,
,,,2012-07-17,13400,18434,20,,,
,,,2012-07-18,12473,7504,21,,,
,,,2012-07-19,4562,1533,15,,,
,,,2012-07-02,1451,447,9,,,
,,,2012-07-20,4011,1514,11,,,
,,,2012-07-23,4262,2506,16,,,
,,,2012-07-24,1227,311,9,,,
,,,2012-07-25,3611,913,17,,,
,,,2012-07-26,1039,407,2,,,
,,,2012-07-27,7830,5262,13,,,
,,,2012-07-03,3658,1611,21,,,
,,,2012-07-30,5067,2650,12,,,
,,,2012-07-31,3306,1705,14,,,
,,,2012-07-05,7779,5774,15,,,
,,,2012-07-06,3117,2970,6,,,
,,,2012-07-07,62,17,1,,,
,,,2012-07-09,123,80,2,,,
,,,2012-08-01,4659,3529,13,,,
,,,2012-08-10,2560,805,17,,,
,,,2012-08-13,2624,782,18,,,
,,,2012-08-14,2105,443,12,,,
,,,2012-08-15,2302,1162,16,,,
,,,2012-08-16,13824,12037,22,,,
,,,2012-08-17,6743,4775,19,,,
,,,2012-08-02,1726,436,11,,,
,,,2012-08-20,995,295,16,,,
,,,2012-08-21,6974,6729,21,,,
,,,2012-08-22,5450,2471,15,,,
,,,2012-08-23,4487,1649,19,,,
,,,2012-08-24,7487,5459,19,,,
,,,2012-08-27,4889,2149,22,,,
,,,2012-08-28,12433,9971,23,,,
,,,2012-08-29,3140,1154,13,,,
,,,2012-08-30,4271,1855,16,,,
,,,2012-08-31,3429,1065,13,,,
,,,2012-08-06,28185,23866,17,,,
,,,2012-08-07,4624,1565,20,,,
,,,2012-08-08,2026,718,15,,,
,,,2012-08-09,4823,2033,20,,,
,,,2012-09-01,435,128,2,,,
,,,2012-09-10,3049,3082,13,,,
,,,2012-09-11,8281,4580,20,,,
,,,2012-09-12,10042,3560,22,,,
,,,2012-09-13,12283,4193,26,,,
,,,2012-09-14,3811,1953,19,,,
,,,2012-09-17,15606,8069,37,,,
,,,2012-09-18,4738,1342,21,,,
,,,2012-09-19,4458,1191,20,,,
,,,2012-09-02,725,177,4,,,
,,,2012-09-20,1565,545,15,,,
,,,2012-09-21,8249,7082,12,,,
,,,2012-09-24,6346,3669,23,,,
,,,2012-09-25,4339,1526,29,,,
,,,2012-09-26,10865,6673,29,,,
,,,2012-09-27,5117,3321,26,,,
,,,2012-09-28,3832,1207,20,,,
,,,2012-09-04,6728,2733,26,,,
,,,2012-09-05,34595,32895,21,,,
,,,2012-09-06,5191,1374,14,,,
,,,2012-09-07,6507,2098,14,,,
,,,2013-10-01,4368,2212,20,,,
,,,2013-10-10,4086,1993,22,,,
,,,2013-10-11,3129,1879,48,,,
,,,2013-10-12,60,26,1,,,
,,,2013-10-13,139,147,5,,,
,,,2013-10-14,733,1095,24,,,
,,,2013-10-15,1247,662,6,,,
,,,2013-10-16,169,179,14,,,
,,,2013-10-17,3075,2181,37,,,
,,,2013-10-18,4945,4007,51,,,
,,,2013-10-19,930,599,17,,,
,,,2013-10-02,4613,2583,23,,,
,,,2013-10-20,600,459,12,,,
,,,2013-10-21,1527,1278,19,,,
,,,2013-10-22,2784,2252,8,,,
,,,2013-10-23,3345,2510,18,,,
,,,2013-10-24,2620,2711,12,,,
,,,2013-10-25,565,412,10,,,
,,,2013-10-26,2681,2134,16,,,
,,,2013-10-27,2215,3000,38,,,
,,,2013-10-28,1241,709,15,,,
,,,2013-10-29,4667,3497,20,,,
,,,2013-10-03,3201,1833,22,,,
,,,2013-10-30,6496,6678,14,,,
,,,2013-10-31,4023,2909,19,,,
,,,2013-10-04,3037,1797,20,,,
,,,2013-10-05,29,33,1,,,
,,,2013-10-06,19,17,1,,,
,,,2013-10-07,89566,76078,18,,,
,,,2013-10-08,18282,15207,18,,,
,,,2013-10-09,7743,4600,16,,,
,,,2013-01-01,1552,677,4,,,
,,,2013-01-10,5652,3850,60,,,
,,,2013-11-01,9520,8075,43,,,
,,,2013-11-10,10994,8525,13,,,
,,,2013-11-11,12604,8683,10,,,
,,,2013-11-12,3959,2428,13,,,
,,,2013-11-13,1985,1501,10,,,
,,,2013-11-14,5982,6021,15,,,
,,,2013-11-15,4570,3495,18,,,
,,,2013-11-16,766,460,8,,,
,,,2013-11-17,1600,1429,5,,,
,,,2013-11-18,5839,5398,9,,,
,,,2013-11-19,3902,2754,20,,,
,,,2013-11-02,642,523,2,,,
,,,2013-11-20,3127,2294,20,,,
,,,2013-11-21,12723,13368,14,,,
,,,2013-11-22,3073,3293,11,,,
,,,2013-11-23,3185,3389,7,,,
,,,2013-11-24,5958,6658,9,,,
,,,2013-11-25,11450,11841,13,,,
,,,2013-11-26,3725,2654,16,,,
,,,2013-11-27,72376,80997,22,,,
,,,2013-11-28,1215,1618,9,,,
,,,2013-11-29,321,444,9,,,
,,,2013-11-03,228,273,10,,,
,,,2013-11-30,2116,1885,26,,,
,,,2013-11-04,14638,10591,85,,,
,,,2013-11-05,11778,8246,56,,,
,,,2013-11-06,4598,3697,35,,,
,,,2013-11-07,10838,8280,32,,,
,,,2013-11-08,30222,26236,41,,,
,,,2013-11-09,1350,1259,8,,,
,,,2013-01-02,4907,3016,21,,,
,,,2013-12-01,3958,1797,17,,,
,,,2013-12-10,3293,2591,32,,,
,,,2013-12-11,1452,1464,10,,,
,,,2013-12-12,21355,25874,12,,,
,,,2013-12-13,13144,10520,18,,,
,,,2013-12-14,1110,835,4,,,
,,,2013-12-15,1738,1471,3,,,
,,,2013-12-16,559,532,8,,,
,,,2013-12-17,3098,3283,21,,,
,,,2013-12-18,4395,3529,8,,,
,,,2013-12-19,5668,4698,27,,,
,,,2013-12-02,7588,6038,81,,,
,,,2013-12-20,8895,9669,20,,,
,,,2013-12-21,1637,1499,15,,,
,,,2013-12-22,1021,1235,7,,,
,,,2013-12-23,2787,2451,13,,,
,,,2013-12-24,8442,11446,20,,,
,,,2013-12-25,9341,9130,2,,,
,,,2013-12-26,2006,2125,5,,,
,,,2013-12-27,2146,1853,3,,,
,,,2013-12-28,2485,2066,9,,,
,,,2013-12-29,434,559,2,,,
,,,2013-12-03,20693,13930,63,,,
,,,2013-12-30,26736,20723,12,,,
,,,2013-12-31,2466,2130,6,,,
,,,2013-12-04,5396,4369,56,,,
,,,2013-12-05,11837,8543,40,,,
,,,2013-12-06,7011,6154,20,,,
,,,2013-12-07,1409,1381,7,,,
,,,2013-12-08,6196,4832,19,,,
,,,2013-12-09,4586,2810,47,,,
,,,2013-01-03,26354,31633,55,,,
,,,2013-01-30,6701,6263,35,,,
,,,2013-01-31,37843,28845,40,,,
,,,2013-01-04,4876,2665,24,,,
,,,2013-01-07,3476,1573,40,,,
,,,2013-01-08,6335,5138,47,,,
,,,2013-01-09,9034,10912,47,,,
,,,2013-02-01,4425,3404,23,,,
,,,2013-02-10,31,29,1,,,
,,,2013-02-11,1947,1861,11,,,
,,,2013-02-12,12673,8253,50,,,
,,,2013-02-13,13104,13529,65,,,
,,,2013-02-14,8872,8611,61,,,
,,,2013-02-15,15552,18191,39,,,
,,,2013-02-16,136,63,3,,,
,,,2013-02-18,2262,1042,12,,,
,,,2013-02-19,6875,5327,39,,,
,,,2013-02-20,4978,3030,79,,,
,,,2013-02-21,11582,14319,13,,,
,,,2013-02-22,3127,1837,30,,,
,,,2013-02-23,534,245,3,,,
,,,2013-02-24,36009,48652,24,,,
,,,2013-02-25,6332,4109,58,,,
,,,2013-02-26,3238,2126,43,,,
,,,2013-02-27,6828,7637,94,,,
,,,2013-02-28,4183,2161,42,,,
,,,2013-02-03,2534,920,2,,,
,,,2013-02-04,4530,2553,29,,,
,,,2013-02-05,7837,7974,55,,,
,,,2013-02-06,11994,11582,60,,,
,,,2013-02-07,14674,10873,61,,,
,,,2013-02-08,1713,758,25,,,
